Proverb,Translation,Wisdom/Explanation,Specific Themes,General Theme
"Bí o ní iyùn, ní èjìgbà, tí o ní sẹ́gí pẹ́lú, at’awẹ́rẹ́ ni lójú abú ni.","If you have iyùn beads and have èjìgbà beads, even iyùn beads also, they are all like small peppers to the detractor.",Nothing one has or does impresses one’s detractor.,inscrutiability,Human Nature
"Dẹ̀gẹ̀ tutù l’ẹ́hìn, ó gbóná nínú.",Maize porridge is cool on top but steaming hot inside.,A person who appears docile may be a ﬁrebrand underneath.,inscrutiability,Human Nature
Dùlúmọ̀-ọ́ pàlọ̀run-un ṣèsé: ajẹbi-ọ̀ràn-wòtìírì.,Ṣèsé beans cause trouble for peanuts: the-guilty-one-that-wears-an-innocent-look.,The person who drags others into trouble is often adept at escaping the responsibility.,inscrutiability,Human Nature
Èéfín ni ìwà; kò ṣ’é-é bòmọ̀ra.,Character is smoke; one cannot conceal it under one’s clothing.,Character will show.,inscrutiability,Human Nature
"Eégún mọ ni, èèyàn ò mọ̀ ọ́.","The masquerader knows one, but one does not know him.","A masquerader may rec-ognize you, but you cannot recognize him, since he is under a shroud. The sage, or better-placed people, have the advantage over you.",inscrutiability,Human Nature
Eèrà ò fẹ́ p’òpó òrò dé inú; kí-ń-kín-ní l’ayé ń f’ẹni mọ́.,The ant harbors no deep love for the corn-stalk; people love others only minimally.,Never take people’s professed love at face value.,inscrutiability,Human Nature
Èèyàn ì bá ṣe bí Ọlọ́run kò bu ni l’ómi mu.,"Were man in the same position as God, he would not provide humans with water to drink.",Trust placed in human goodness is trust misplaced.,inscrutiability,Human Nature
Èèyàn ń wo ojú; Ọlọ́run ń wọ kàn.,Human beings keep their gaze on the face; God looks into the heart.,Human beings can see only what a face reveals; only God know what is in the heart.,inscrutiability,Human Nature
Èké ò pe ara-arẹ̀ l’órúkọ; ìkà ò pe ara-a rẹ̀ ní kà.,The devious person does not call himself or herself devious; the wicked person does not call himself or herself wicked.,Evil people do not admit being evil.,inscrutiability,Human Nature
Èkúté ilé ò fi ibi àjà han ara wọn.,House mice do not point the way to the rafters to one another.,Each person for himself or herself.,inscrutiability,Human Nature
Eléte ò pá a lójú ẹni; ẹ̀hìn ẹni la ń gbìmọ̀ràn ìkà.,Plotters do not hatch their plots in one’s presence; evil plots are hatched when the victim is not about.,One is always in the dark about one’s enemies’ machinations.,inscrutiability,Human Nature
Ẹni a bá ní kó kín ni l’ẹ́hìn-ín fẹ́gún sọwọ́; ẹni a bá ní kó fẹ́ ni lójú fa ta sẹnu.,The person one would ask to scratch one’s back ﬁlls his hand with thorns; the person one would ask to blow into one’s eyes ﬁlls his mouth with pepper.,Those in whom one would wish to place one’s trust are not to be trusted.,inscrutiability,Human Nature
Ẹni a fẹ́ la mọ̀; a ò mọ ẹni ó fẹ́ ni.,We know only those we love; we know not who loves us.,"We know our disposi-tion toward others, not their disposition toward us.",inscrutiability,Human Nature
"Ẹni a ní ká fẹ̀hìntì ká mu dídùn ọsàn, kíkàn ní ń ka fún ni mu.",The person one hoped to lean upon to eat the sweetest of oranges plucks only sour oranges for one to eat.,It is courting dis-appointment to place one’s hope in other people.,inscrutiability,Human Nature
Ẹní réjò ń sá; ejò ń sá.,The person who sees a snake ﬂees; the snake also ﬂees.,"Two adversaries confront each other, but neither has the will to make a move.",inscrutiability,Human Nature
Ẹni tí a bá pète àti ra ẹṣin ní ń fẹ́ sọnidi olóko ẹṣin.,The person with whom one plans to buy a horse is the same person scheming to trade one for a horse.,Presumed friends may turn out to be deadly enemies.,inscrutiability,Human Nature
Ẹni tó rí ojú ikún mọ̀ pé yó jẹ oko.,Whoever looks at the face of the squirrel will know that it will eat farm crops.,"If one studies people well, one can predict what they are capable of.",inscrutiability,Human Nature
Ẹni tó bìnrin ò kí l’ọ́rẹ̀-ẹ rẹ̀.,It is the person a woman does not greet that is her lover.,A woman’s behavior toward a man often belies her true feelings for him.,inscrutiability,Human Nature
Ẹnu èèyàn l’ẹbọ.,People’s mouths are the things to oﬀer sacri-ﬁces to.,One need fear nothing as much as what people say.,inscrutiability,Human Nature
"Ẹnu kò jẹun kan mọ́, tí yó sọ ọ̀rọ̀ kan mọ́.",The mouth is not limited to one type of food or one type of speech.,One cannot be certain of what the mouth will say; a tool may be used for more than one task.,inscrutiability,Human Nature
"Ẹsẹ̀ gìrì-gìrì nílé àń jọfẹ́; ọfẹ́ tán, ẹsẹ̀-ẹ sì dá.","Thundering footsteps in the home of free gifts: the free gifts are all gone, and the foot-steps cease.",People will congregate around a person who has a lot to give but only as long as he or she has something left to give.,inscrutiability,Human Nature
Gbogbo aláǹgbá l’ó da kùn dé lẹ̀: a ò mọ èyí tí inú ń run.,All lizards have their stomachs to the ground: no one knows which among them is suﬀering from stomachache.,One cannot tell from looks alone the worries anyone is concealing behind a cheerful mien.,inscrutiability,Human Nature
"Gbogbo l’odì; bó o lówó odì, gbogbo l’odì; bó ò lówó odì.","Everything can incite enmity: if you have money, you incite enmity; all things can in-cite enmity: if you lack money, you incite enmity.",There is no pleasing people; what-ever one is or does can earn one enemies.,inscrutiability,Human Nature
Ibi ajá la ti ḿ mọ oǹrorò àpọn.,It is from his treatment of his dog that one can tell which unmarried man will be a ter-ror to live with.,One can tell much about a person’s character from how he or she acts with regard to seemingly inconsequential matters.,inscrutiability,Human Nature
"Ibi tí Ng-ó-pa-á-gbé ḿ bẹ, ibẹ̀ ni Ng-ó-gbà-á sì wà.","Where one ﬁnds I-will-kill-him-for-sure, even there too will one ﬁnd I-will-save-him.","Just as there are people who bear one ill will, so there are those who have good will toward one.",inscrutiability,Human Nature
"Ibi tó ṣòro lójú eégún, àwọn-ọ̀n bò ó.",The most problematic part of the masquer-ader’s front [or face] is concealed behind a net.,The most embarrasing part of a matter has so far remained unrevealed.,inscrutiability,Human Nature
Ìkà ò jẹ́ ṣe ọmọ ẹ̀bẹ̀-ẹ rẹ̀.,The wicked would not treat his or her own child the same way [the way he or she treats the children of others].,The wicked always protect their own interests.,inscrutiability,Human Nature
Ilé bo ilé lójú; òrùlé bo àjà mọ̀lẹ̀; awọ fẹ́rẹ̀ bo inú kò jẹ́ ká rí ikùn aṣeni.,"One house obscures another; the roof con-ceals the ceiling; a thin layer of skin covers the stomach, making it impossible to see inside the evildoer.",One cannot discern a person’s character by simply looking.,inscrutiability,Human Nature
Inú ìkòkò dúdú l’ẹ́kọ funfun tí ń jáde.,It is from the black pot that the white corn meal comes.,An evil person may sire a good person.,inscrutiability,Human Nature
Ìṣọ̀ràn ni ìṣe aájò.,The extent of one’s culpability is the ex-tent of one’s commiseration.,The person secretly responsible for a disaster is often the one who shows the greatest sympathy and concern.,inscrutiability,Human Nature
Ní ọjọ́ eré la ń jiyàn ohun.,It is at play that one argues about weighty issues.,Playful arguments sometimes hide deadly serious disagreements.,inscrutiability,Human Nature
Òbírípo l’ayé; ìmúlẹ̀-ẹ r’amá a dòtá.,Life is something that goes in cycles; sworn friends do become enemies.,There is no condition that cannot change.,inscrutiability,Human Nature
Odídẹrẹ́ kìí rí ojú atùkó.,The parrot never sees the face of the per-son who plucks its tail feather.,One seldom knows the identity of one’s enemies and detractors.,inscrutiability,Human Nature
"Ohun tí a wá lọ sí Ìparà, a bá ní p’árá.",What one sought all the way to Ìparà one ﬁnds in the rafters; one’s problem is solved.,One sometimes expends unnecessary eﬀort in the quest for things that one could have simply for the asking.,inscrutiability,Human Nature
Ojú onílá ni láṣe ń kó.,It is in the presence of the okro planter that the fruits become ﬁbrous.,The negligent person will watch as his or her aﬀairs go to ruin.,inscrutiability,Human Nature
Ojú bá ni rẹ́ ò dé kùn ẹni; a ṣ’ẹhìn de ni ò wọ́pọ̀; ṣàṣà èèyàn ní ń fẹ́ ni l’ẹ́hìn bí a ò sí nílé; t’ajá t’ẹran ní ń fẹ́ ni lójú ẹni.,"Outward expression of love does not come from within; people who will look after others’ interests in their absence are few; only a few people love one when one is absent, though every dog and goat loves a person in his presence.",One cannot trust that those who love one in one’s presence will love one when one is absent.,inscrutiability,Human Nature
"Omi inú-ukàn-ǹ-ga: kò ṣ’éè dúró mu, kò ṣ’éè bẹ̀rẹ̀ mu.","The water in a well: one cannot stand and reach it to drink, neither can one stoop to reach it.",Some problems are so diﬀicult as almost to defy solution.,inscrutiability,Human Nature
Oníkùn l’ó mọ̀ kà; oníbànté l’ó mọ iye òun-úun dì sí i.,The owner of the stomach alone knows what wickedness lurks inside; the owner of the loin money pouch alone knows how much money she has tied up in it.,No one knows what secret lies buried inside other people.,inscrutiability,Human Nature
Oníkùn l’ó mọ̀ kà; ọ̀jẹun l’ó mọ wọ́wọ́lá.,Only the owner of the stomach knows how he will practice wickedness; only the person eating knows how to lick his ﬁngers.,One should not from a position of ignorance at-tempt to second-guess a person who has all the information and the initiative.,inscrutiability,Human Nature
Onítìjú ẹni l’obìnrin ẹni.,The woman who is coy in one’s presence is the one destined to be one’s wife.,People’s interractions in public often give away their private relationships.,inscrutiability,Human Nature
Orí aṣegità-álè yìíbìrí kó di ọlọ́rọ̀.,"The fortune of the seller of ﬁrewood might suddenly change, and he or she might be-come prosperous.",Fortune is likely to change unexpectedly.,inscrutiability,Human Nature
Orí ò mọ ibùsùn; ì-bá mọ̀ atún ilé ibẹ̀ ṣe.,"The head does not know where it will even-tually rest in sleep; had it known, it would have tidied up the place.","If one knew where one’s destiny would lead, one would do whatever one could to cultivate the place.",inscrutiability,Human Nature
Orúkọ mẹ́ta la ń pè yàwó: Ọlọ́run-l’ẹ́lẹ̀; Ọlá-yọ́ kọ sílẹ̀; Ọlá-bọ́ kọ lọ.,"A new wife has three names: Ọlọ́runl’ẹ́lẹ̀ [She of the slender neck]; Ọláyọ́kọsílẹ̀ [She who sneaks oﬀ, leaving the husband behind]; Ọlábọ́kọlọ [She who goes with her hus-band].","One cannot predict the actions of a beautiful wife; she may sneak oﬀ with other men, but, again, she may remain faithful to her husband.",inscrutiability,Human Nature
Òrùlé bo àjà mọ̀lẹ̀; aṣọ bo ẹsẹ ìdí; awọ fẹ́rẹ̀ b’ónú kò jẹ́ ká rí ikùn aṣeni.,The roof covers the ceiling; the cloth covers the buttocks; a thin layer of skin covers the stomach and prevents one from seeing in-side a wicked person.,Nobody knows what wickedness lurks inside others.,inscrutiability,Human Nature
Ọlàjà ò pọ̀ bí amújàwú.,Quarrel settlers are not as plentiful as quar-rel aggravators.,People are more likely to add to your troubles than help you end them.,inscrutiability,Human Nature
Ọmọ aráyé l’ẹ́lẹ̀; wọ́n lè di agbe kí wọ́n ní ká má tẹ̀lẹ̀ aró.,Human beings are hardhearted; they may become touraco birds and decree that we must not tread on indigo-covered earth.,People can be wicked and inconsiderate.,inscrutiability,Human Nature
"Ọpẹ́ òyìnbó fi dídùn ṣ’ẹwà, ó fẹ́gún bora, oró inú ẹ̀gbẹ̀jẹ.","The pineapple derives its beauty from sweet-ness; the wickednesses [dangerous spines on the leaves] it harbors number 1,400.",What is beautiful may be deadly also.,inscrutiability,Human Nature
Ọ̀ṣọ́rọ̀ tó mú ajá: owó ẹ̀kọ olúwa rẹ̀ ló dínkù.,The dysentery that attacks a dog saves its owner the cost of providing corn meal for it.,Every misfortune has its positive aspect.,inscrutiability,Human Nature
"‘‘Pẹ̀lẹ́’’ lákọ, ó lábo.",‘‘Take it easy’’ can be either masculine or feminine.,Even a greeting or word of cau-tion can be said in either an aggressive or a placatory manner.,inscrutiability,Human Nature
