scenario,proverb,wisdom,translation
Temi followed a praised diet it harmed her she researched fads later,"Ọmọ aráyé ńp'àtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",Be perceptive: not all positive gestures are noble.,"People clap for mosquito and it rejoices, oblivious that it is toying with death"
Amaka joined a hyped seminar it was empty she checked reviews after,"Ọmọ aráyé ńp'àtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",Be perceptive: not all positive gestures are noble.,"People clap for mosquito and it rejoices, oblivious that it is toying with death"
Kehinde chased a crowd’s land deal it was fraud he probed applause next,"Ọmọ aráyé ńp'àtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",Be perceptive: not all positive gestures are noble.,"People clap for mosquito and it rejoices, oblivious that it is toying with death"
Zainab followed a viral app it failed she questioned hype after,"Ọmọ aráyé ńp'àtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",Be perceptive: not all positive gestures are noble.,"People clap for mosquito and it rejoices, oblivious that it is toying with death"
Olu joined a praised betting site he lost cash he eyed intent first,"Ọmọ aráyé ńp'àtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",Be perceptive: not all positive gestures are noble.,"People clap for mosquito and it rejoices, oblivious that it is toying with death"
Segun chased a loud job ad it was fake he checked praise after,"Ọmọ aráyé ńp'àtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",Be perceptive: not all positive gestures are noble.,"People clap for mosquito and it rejoices, oblivious that it is toying with death"
"Kemi used a shady lender instead of her bank, losing funds. She had safer options but ignored them. She avoided risky shortcuts.","A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
"Jide invested all savings in one stock, ignoring diversification. The stock crashed, and he regretted it. He chose safer strategies.","A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
"Bola drove a faulty car to save costs, risking an accident. A breakdown forced repairs. She prioritized safety.","A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Bola used a risky app over her bank it crashed she stuck to safe tools,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Chinedu bet all on one crop it failed he diversified his farm,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Yemi took a bad shortcut home she got lost she used known routes,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Bimpe used a cheap charger it fried her phone she bought quality ones,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Nonso trusted a shaky ladder it broke he used sturdy tools after,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Temi took a risky loan over savings it cost her she used her funds,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Amaka drove an old tire to save it burst she bought new ones,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Kehinde used a dodgy site for parts they failed he chose trusted vendors,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Zainab bet on one ad channel it flopped she spread her budget,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
Olu used a faulty plug to save it sparked he bought safe ones,"A kì í wo ìyẹ́ adìyẹ nílẹ̀, kí a wá fi ìrù àkèekèé rin etí",Avoid needless exposures to high risks.,No one has a hen's feather within reach and opt to scratch his or her inner ear with a scorpion's stinger
"Chidi fired his assistant in a rage over a minor error. By the time he calmed down, she had joined a rival firm, taking clients. He learned to pause before acting in anger.","Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
"Amaka yelled at her son for spilling juice, grounding him harshly. Later, she regretted it, but he was hurt, teaching her to avoid rash decisions.","Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
"Tolu banned a friend from his shop after a heated argument. When calm, he realized the loss, vowing to think twice in anger.","Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Bola snapped at her worker over a typo and lost her to a competitor she paused before reacting next,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Chinedu blocked a friend after a fight regretting it when calm he cooled off first later,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Yemi fired a vendor in rage over a late delivery they took clients elsewhere she waited before acting,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Ezinne yelled at her child for a mess and hurt them she regretted it and stayed calm after,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Femi banned a customer in anger over a complaint they spread bad reviews he thought twice next time,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Ngozi deleted a colleague’s email in fury missing a deal she calmed down first later,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Olu cursed his neighbor in a dispute and lost their help he paused before speaking next,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Kemi lashed out at her partner over a delay they distanced her she controlled anger after,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Tunde shouted at his team for an error they left him he cooled off before decisions,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
Amaka raged at a driver for a scratch and lost a deal she stayed calm in conflicts,"Bí inú bá bí baba tó bá gbé ọmọ rẹ̀ jù sí inú eèrùn, bí inú rẹ̀ bá rọ̀, inú eèrùn lè má rọ̀",Avoid rashness; be wary of taking crucial decisions when angry.,"If a father gets so angry as to throw his child into a raid of army ants, by the time he calms down, the ants may not be"
"Funmi relied on her cousin’s funds for rent, straining their bond. Her cousin cut her off, forcing Funmi to find a job. She learned not to abuse family ties.",A kì í bá ara ẹni tan kí á fa ara ẹni n'ítan ya,Good to take personal responsibility; never abuse your privileges: there is a limit to everything.,To be related to someone is no excuse to be unconscionably dependent on him or her
